year,sex,profession,income,age,ethnicity,net_worth,happiness
110,M,fisher,1661.82,42,hyperborean,16941.70,100.32
110,F,craftsman,3998.23,42,atlantean,42179.76,105.24
110,F,civil servant,5057.92,42,arcadian,51945.72,95.32
110,F,service provider,4887.21,42,arcadian,51910.60,95.17
110,M,fisher,1769.57,42,atlantean,25994.55,100.71
110,M,fisher,1793.04,42,atlantean,26153.21,100.79
110,F,craftsman,4088.17,41,arcadian,40652.75,97.22
110,M,farmer,1567.72,41,arcadian,15353.39,91.71
110,F,homemaker,-77.85,41,arcadian,-4916.12,91.92
110,F,unemployed,-75.78,41,arcadian,-4914.62,53.03
110,F,unemployed,-76.74,41,hyperborean,-4891.76,64.13
110,F,unemployed,-77.80,41,arcadian,-4929.91,53.03
110,F,service provider,4881.40,40,hyperborean,46872.18,139.20
110,M,fisher,1729.39,40,hyperborean,24492.91,133.55
110,M,homemaker,-64.87,40,atlantean,-4182.37,133.02
110,M,civil servant,4814.51,40,arcadian,47038.75,128.04
110,M,fisher,1685.06,40,hyperborean,24312.19,133.43
110,F,farmer,1569.22,40,atlantean,15363.16,132.78
110,M,craftsman,3974.45,40,atlantean,38612.26,138.16
110,F,unemployed,-46.80,39,arcadian,-3230.05,83.03
110,M,service provider,4573.00,39,arcadian,44346.19,127.80
110,F,homemaker,-44.81,39,hyperborean,-3239.50,133.02
110,M,farmer,1519.56,39,hyperborean,14758.68,132.59
110,M,fisher,1611.98,39,atlantean,23009.54,133.13
110,X,civil servant,4683.43,39,hyperborean,44731.40,139.01
110,M,fisher,1663.20,39,atlantean,22909.04,133.30
110,F,unemployed,-33.63,38,atlantean,-2465.59,94.13
110,F,service provider,4456.34,38,arcadian,42255.00,127.69
110,F,farmer,1452.35,38,atlantean,14138.98,132.28
110,M,fisher,1546.40,38,atlantean,22336.78,132.88
110,M,farmer,1366.55,38,arcadian,14183.22,120.78
110,F,farmer,1483.57,38,arcadian,14273.51,121.31
110,F,service provider,4480.85,37,arcadian,39590.60,127.66
110,M,craftsman,3507.54,37,arcadian,32761.87,126.44
110,F,farmer,1427.26,37,arcadian,13674.70,121.08
110,F,fisher,1550.78,37,arcadian,21401.50,121.78
110,M,service provider,4441.43,37,arcadian,39869.61,127.64
110,M,craftsman,3359.33,37,hyperborean,32857.05,137.34
110,F,farmer,1238.13,36,arcadian,3756.97,120.02
110,F,fisher,1435.79,36,hyperborean,20270.09,132.36
110,F,fisher,1508.78,36,arcadian,20169.70,121.60
110,F,fisher,1490.12,36,atlantean,20252.46,132.61
110,F,unemployed,-4.71,36,arcadian,-823.66,83.03
110,M,craftsman,3285.01,35,atlantean,29365.60,137.19
110,F,craftsman,3267.42,35,hyperborean,29262.10,137.16
110,F,fisher,1457.99,35,arcadian,19512.75,121.34
110,M,farmer,1308.97,35,atlantean,12862.16,131.52
110,F,civil servant,3694.85,34,hyperborean,33203.48,137.85
110,M,civil servant,3907.80,34,atlantean,33390.79,138.08
110,M,fisher,1342.71,34,atlantean,18690.81,131.89
110,F,homemaker,16.74,34,arcadian,574.43,121.92
110,F,service provider,3669.37,33,hyperborean,31100.90,137.78
110,M,civil servant,3936.67,33,arcadian,31483.69,127.04
110,F,craftsman,2875.01,33,hyperborean,26118.13,136.52
110,M,homemaker,36.62,32,hyperborean,1952.97,133.02
110,F,unemployed,35.81,32,arcadian,1930.57,83.03
110,M,farmer,1235.11,32,arcadian,12130.01,119.97
110,M,fisher,1323.45,31,hyperborean,16610.56,131.74
110,F,homemaker,41.61,31,atlantean,2583.08,133.02
110,F,homemaker,41.53,31,arcadian,2580.55,121.92
110,F,fisher,1179.41,30,atlantean,15579.90,130.91
110,M,farmer,1087.05,30,hyperborean,11354.76,130.05
110,M,homemaker,51.98,30,hyperborean,3309.69,133.02
110,M,civil servant,3486.47,30,hyperborean,25937.17,137.50
110,F,farmer,1058.11,29,atlantean,10967.65,129.78
110,F,homemaker,57.82,29,atlantean,3929.54,133.02
110,M,fisher,1163.45,29,hyperborean,14982.24,130.75
110,F,homemaker,58.11,29,hyperborean,3947.86,133.02
110,F,service provider,3160.51,28,arcadian,22669.99,125.89
110,F,farmer,1096.85,28,arcadian,10639.33,118.98
110,M,homemaker,62.52,28,arcadian,4531.35,121.92
110,F,homemaker,65.38,28,hyperborean,4527.40,133.02
110,F,homemaker,66.66,28,hyperborean,4546.05,133.02
110,M,farmer,1062.05,28,arcadian,10654.02,118.69
110,M,fisher,1130.54,27,atlantean,13746.10,130.52
110,M,homemaker,72.17,27,hyperborean,5193.29,133.02
110,M,homemaker,67.58,27,atlantean,5196.86,133.02
110,F,unemployed,69.49,27,atlantean,5190.14,94.13
110,F,unemployed,70.79,27,arcadian,5198.62,83.03
110,M,civil servant,2889.29,27,hyperborean,21124.57,136.54
110,X,farmer,924.28,26,arcadian,9952.44,117.47
110,F,service provider,2811.13,26,atlantean,19555.75,136.37
110,M,farmer,971.96,26,arcadian,9977.87,117.93
110,F,civil servant,2886.16,26,hyperborean,19474.65,136.50
110,F,service provider,2989.61,26,arcadian,19672.05,125.59
110,F,homemaker,75.17,26,hyperborean,5750.40,133.02
110,M,service provider,2892.81,25,atlantean,18248.73,136.51
110,F,homemaker,75.34,25,hyperborean,6301.51,133.02
110,F,farmer,945.61,25,hyperborean,10378.05,128.75
110,F,civil servant,2664.81,25,hyperborean,18107.10,136.10
110,M,service provider,2709.83,25,atlantean,17919.63,136.15
110,F,homemaker,81.31,25,arcadian,6299.80,121.92
110,M,fisher,1004.49,24,arcadian,12114.06,118.37
110,F,homemaker,80.09,24,hyperborean,6713.68,133.02
110,M,homemaker,76.53,24,hyperborean,6698.62,133.02
110,F,service provider,2567.63,24,arcadian,16911.76,124.79
110,F,craftsman,2254.81,24,atlantean,15295.44,135.11
110,F,craftsman,2155.82,23,hyperborean,14210.01,134.84
110,F,unemployed,82.88,23,hyperborean,7181.83,94.13
110,X,service provider,2450.56,23,atlantean,15579.34,135.63
110,M,farmer,914.59,23,atlantean,10468.07,128.33
110,M,service provider,2524.06,23,arcadian,15733.04,124.70
110,F,fisher,971.37,23,hyperborean,11801.49,129.07
110,M,farmer,848.20,22,arcadian,10160.27,116.42
110,M,farmer,862.23,22,arcadian,10181.59,116.51
110,M,homemaker,86.79,22,arcadian,7741.94,121.92
110,F,craftsman,1966.14,22,atlantean,13320.19,134.30
110,M,fisher,849.75,22,atlantean,11128.18,127.72
110,M,craftsman,1919.14,22,atlantean,13280.47,134.18
110,F,fisher,828.56,21,arcadian,10965.06,116.31
110,F,homemaker,89.08,21,atlantean,8205.04,133.01
110,M,civil servant,2329.99,21,hyperborean,13521.78,135.32
110,F,fisher,884.61,21,hyperborean,11018.81,128.17
110,F,craftsman,1869.49,21,hyperborean,12617.04,134.04
110,F,farmer,826.90,21,hyperborean,10020.57,127.21
110,M,civil servant,2169.27,20,hyperborean,12481.70,134.93
110,F,farmer,812.80,20,atlantean,10251.27,126.81
110,M,fisher,831.59,20,atlantean,10727.20,127.38
110,F,unemployed,86.55,20,arcadian,8612.63,83.05
110,M,fisher,851.95,20,atlantean,10738.65,127.66
110,F,civil servant,2049.90,19,arcadian,11520.06,123.58
110,M,craftsman,1721.48,19,hyperborean,11129.86,133.47
110,F,unemployed,90.36,19,hyperborean,9118.48,94.50
110,F,farmer,729.35,19,atlantean,10172.05,125.57
110,M,homemaker,89.77,19,arcadian,9120.52,122.00
110,F,civil servant,2243.34,19,atlantean,11625.42,135.06
110,M,farmer,733.37,19,hyperborean,10156.86,125.54
110,M,homemaker,83.19,18,arcadian,9552.18,120.00
110,M,farmer,741.96,18,arcadian,10105.48,113.60
110,F,craftsman,1626.18,18,atlantean,10547.59,130.13
110,F,unemployed,86.71,18,atlantean,9555.70,95.00
110,M,civil servant,2075.64,18,atlantean,10772.32,131.50
110,F,fisher,747.32,18,atlantean,10108.16,123.70
110,F,homemaker,89.16,18,hyperborean,9558.15,130.00
110,F,child,0.00,17,arcadian,10000.00,100.00
110,F,child,0.00,17,arcadian,10000.00,100.00
110,M,child,0.00,17,hyperborean,10000.00,100.00
110,M,child,0.00,17,arcadian,10000.00,100.00
110,M,child,0.00,17,hyperborean,10000.00,100.00
110,M,child,0.00,17,arcadian,10000.00,100.00
110,M,child,0.00,17,atlantean,10000.00,100.00
110,F,child,0.00,17,atlantean,10000.00,100.00
110,M,child,0.00,17,hyperborean,10000.00,100.00
110,M,child,0.00,16,arcadian,10000.00,100.00
110,F,child,0.00,16,arcadian,10000.00,100.00
110,M,child,0.00,16,hyperborean,10000.00,100.00
110,F,child,0.00,16,atlantean,10000.00,100.00
110,M,child,0.00,16,hyperborean,10000.00,100.00
110,M,child,0.00,16,arcadian,10000.00,100.00
110,F,child,0.00,16,arcadian,10000.00,100.00
110,M,child,0.00,16,arcadian,10000.00,100.00
110,F,child,0.00,16,hyperborean,10000.00,100.00
110,M,child,0.00,15,arcadian,10000.00,100.00
110,F,child,0.00,15,atlantean,10000.00,100.00
110,X,child,0.00,15,arcadian,10000.00,100.00
110,X,child,0.00,15,atlantean,10000.00,100.00
110,F,child,0.00,15,hyperborean,10000.00,100.00
110,M,child,0.00,15,arcadian,10000.00,100.00
110,F,child,0.00,15,arcadian,10000.00,100.00
110,X,child,0.00,15,arcadian,10000.00,100.00
110,M,child,0.00,15,hyperborean,10000.00,100.00
110,M,child,0.00,15,atlantean,10000.00,100.00
110,M,child,0.00,14,atlantean,10000.00,100.00
110,M,child,0.00,14,atlantean,10000.00,100.00
110,M,child,0.00,14,hyperborean,10000.00,100.00
110,X,child,0.00,14,arcadian,10000.00,100.00
110,M,child,0.00,14,hyperborean,10000.00,100.00
110,F,child,0.00,14,arcadian,10000.00,100.00
110,F,child,0.00,14,atlantean,10000.00,100.00
110,F,child,0.00,14,arcadian,10000.00,100.00
110,X,child,0.00,13,atlantean,10000.00,100.00
110,F,child,0.00,13,hyperborean,10000.00,100.00
110,M,child,0.00,13,arcadian,10000.00,100.00
110,F,child,0.00,13,arcadian,10000.00,100.00
110,M,child,0.00,13,hyperborean,10000.00,100.00
110,M,child,0.00,13,arcadian,10000.00,100.00
110,F,child,0.00,13,arcadian,10000.00,100.00
110,M,child,0.00,12,atlantean,10000.00,100.00
110,M,child,0.00,12,arcadian,10000.00,100.00
110,F,child,0.00,12,hyperborean,10000.00,100.00
110,F,child,0.00,12,atlantean,10000.00,100.00
110,F,child,0.00,12,hyperborean,10000.00,100.00
110,X,child,0.00,12,atlantean,10000.00,100.00
110,F,child,0.00,12,hyperborean,10000.00,100.00
110,M,child,0.00,11,arcadian,10000.00,100.00
110,F,child,0.00,11,arcadian,10000.00,100.00
110,M,child,0.00,11,hyperborean,10000.00,100.00
110,M,child,0.00,11,atlantean,10000.00,100.00
110,F,child,0.00,11,arcadian,10000.00,100.00
110,F,child,0.00,11,arcadian,10000.00,100.00
110,F,child,0.00,11,atlantean,10000.00,100.00
110,M,child,0.00,10,arcadian,10000.00,100.00
110,M,child,0.00,10,atlantean,10000.00,100.00
110,M,child,0.00,10,atlantean,10000.00,100.00
110,F,child,0.00,10,arcadian,10000.00,100.00
110,F,child,0.00,10,atlantean,10000.00,100.00
110,M,child,0.00,10,arcadian,10000.00,100.00
110,F,child,0.00,10,hyperborean,10000.00,100.00
110,M,child,0.00,10,hyperborean,10000.00,100.00
110,F,child,0.00,10,atlantean,10000.00,100.00
110,F,child,0.00,9,arcadian,10000.00,100.00
110,F,child,0.00,9,hyperborean,10000.00,100.00
110,F,child,0.00,9,arcadian,10000.00,100.00
110,F,child,0.00,9,arcadian,10000.00,100.00
110,F,child,0.00,9,atlantean,10000.00,100.00
110,M,child,0.00,9,atlantean,10000.00,100.00
110,M,child,0.00,9,atlantean,10000.00,100.00
110,M,child,0.00,9,atlantean,10000.00,100.00
110,F,child,0.00,8,arcadian,10000.00,100.00
110,F,child,0.00,8,arcadian,10000.00,100.00
110,F,child,0.00,8,arcadian,10000.00,100.00
110,M,child,0.00,8,hyperborean,10000.00,100.00
110,F,child,0.00,8,arcadian,10000.00,100.00
110,F,child,0.00,8,hyperborean,10000.00,100.00
110,M,child,0.00,8,arcadian,10000.00,100.00
110,F,child,0.00,8,atlantean,10000.00,100.00
110,F,child,0.00,8,arcadian,10000.00,100.00
110,M,child,0.00,7,atlantean,10000.00,100.00
110,F,child,0.00,7,atlantean,10000.00,100.00
110,M,child,0.00,7,atlantean,10000.00,100.00
110,F,child,0.00,7,arcadian,10000.00,100.00
110,M,child,0.00,7,atlantean,10000.00,100.00
110,M,child,0.00,7,hyperborean,10000.00,100.00
110,F,child,0.00,7,arcadian,10000.00,100.00
110,M,child,0.00,7,atlantean,10000.00,100.00
110,M,child,0.00,7,hyperborean,10000.00,100.00
110,F,child,0.00,6,arcadian,10000.00,100.00
110,M,child,0.00,6,arcadian,10000.00,100.00
110,M,child,0.00,6,hyperborean,10000.00,100.00
110,X,child,0.00,6,hyperborean,10000.00,100.00
110,M,child,0.00,6,atlantean,10000.00,100.00
110,F,child,0.00,6,hyperborean,10000.00,100.00
110,F,child,0.00,6,atlantean,10000.00,100.00
110,M,child,0.00,6,hyperborean,10000.00,100.00
110,F,child,0.00,6,hyperborean,10000.00,100.00
110,F,child,0.00,5,arcadian,10000.00,100.00
110,M,child,0.00,5,atlantean,10000.00,100.00
110,F,child,0.00,5,atlantean,10000.00,100.00
110,M,child,0.00,5,arcadian,10000.00,100.00
110,X,child,0.00,5,arcadian,10000.00,100.00
110,F,child,0.00,5,arcadian,10000.00,100.00
110,M,child,0.00,5,arcadian,10000.00,100.00
110,F,child,0.00,5,arcadian,10000.00,100.00
110,X,child,0.00,5,arcadian,10000.00,100.00
110,F,child,0.00,4,atlantean,10000.00,100.00
110,M,child,0.00,4,atlantean,10000.00,100.00
110,F,child,0.00,4,hyperborean,10000.00,100.00
110,F,child,0.00,4,arcadian,10000.00,100.00
110,M,child,0.00,4,hyperborean,10000.00,100.00
110,M,child,0.00,4,arcadian,10000.00,100.00
110,M,child,0.00,4,hyperborean,10000.00,100.00
110,F,child,0.00,4,arcadian,10000.00,100.00
110,F,child,0.00,4,hyperborean,10000.00,100.00
110,F,child,0.00,3,atlantean,10000.00,100.00
110,F,child,0.00,3,arcadian,10000.00,100.00
110,M,child,0.00,3,atlantean,10000.00,100.00
110,M,child,0.00,3,atlantean,10000.00,100.00
110,F,child,0.00,3,atlantean,10000.00,100.00
110,F,child,0.00,3,hyperborean,10000.00,100.00
110,M,child,0.00,3,hyperborean,10000.00,100.00
110,F,child,0.00,3,arcadian,10000.00,100.00
110,M,child,0.00,2,atlantean,10000.00,100.00
110,F,child,0.00,2,hyperborean,10000.00,100.00
110,M,child,0.00,2,atlantean,10000.00,100.00
110,F,child,0.00,2,arcadian,10000.00,100.00
110,F,child,0.00,2,atlantean,10000.00,100.00
110,F,child,0.00,2,hyperborean,10000.00,100.00
110,M,child,0.00,2,hyperborean,10000.00,100.00
110,F,child,0.00,1,atlantean,10000.00,100.00
110,M,child,0.00,1,atlantean,10000.00,100.00
110,X,child,0.00,1,hyperborean,10000.00,100.00
110,M,child,0.00,1,hyperborean,10000.00,100.00
110,M,child,0.00,1,atlantean,10000.00,100.00
110,M,child,0.00,1,atlantean,10000.00,100.00
110,F,child,0.00,1,arcadian,10000.00,100.00
110,M,child,0.00,0,atlantean,10000.00,100.00
110,M,child,0.00,0,arcadian,10000.00,100.00
110,F,child,0.00,0,atlantean,10000.00,100.00
110,F,child,0.00,0,atlantean,10000.00,100.00
110,F,child,0.00,0,atlantean,10000.00,100.00
110,M,child,0.00,0,arcadian,10000.00,100.00
110,M,child,0.00,0,arcadian,10000.00,100.00
110,M,child,0.00,0,arcadian,10000.00,100.00
111,F,retired,-1474.88,80,arcadian,-47158.00,72.22
111,F,retired,2855.60,77,atlantean,85961.15,114.44
111,F,retired,5261.01,76,arcadian,170317.65,106.40
111,F,retired,2541.61,75,atlantean,83665.61,113.83
111,M,retired,4150.57,75,atlantean,129885.14,116.34
111,M,retired,4924.80,74,arcadian,164856.50,106.09
111,F,retired,2595.18,73,hyperborean,81974.10,113.91
111,M,retired,3771.24,73,hyperborean,125863.39,115.86
111,F,retired,3157.69,73,hyperborean,103424.40,114.98
111,F,retired,1434.25,73,arcadian,45595.02,99.32
111,M,retired,3945.72,72,atlantean,126034.42,116.09
111,F,retired,485.34,72,arcadian,14857.34,75.13
111,F,retired,-930.94,72,atlantean,-31354.58,85.08
111,F,retired,1310.10,71,arcadian,42674.29,98.68
111,M,retired,-883.87,71,arcadian,-30108.33,73.88
111,M,retired,688.49,71,hyperborean,23625.50,102.52
111,F,retired,1271.92,71,arcadian,42803.18,98.45
111,M,retired,-811.93,70,atlantean,-28638.49,85.22
111,M,retired,2240.48,70,atlantean,77259.80,113.11
111,F,retired,2396.22,70,arcadian,76955.15,102.37
111,F,retired,4622.32,70,hyperborean,153463.12,116.83
111,M,retired,1301.25,70,arcadian,42498.06,98.62
111,F,retired,3437.08,70,arcadian,116657.45,104.29
111,F,retired,4669.31,70,hyperborean,154560.29,116.91
111,F,retired,2349.50,70,atlantean,77294.35,113.39
111,M,retired,2235.67,69,atlantean,73887.95,113.08
111,M,retired,1159.05,69,hyperborean,41125.16,108.84
111,M,retired,4298.79,69,atlantean,149644.37,116.50
111,F,retired,1445.93,69,atlantean,46931.95,110.43
111,M,retired,1215.71,69,arcadian,41916.46,98.12
111,F,retired,-814.83,69,atlantean,-29031.51,85.11
111,F,retired,-818.33,69,atlantean,-28977.73,85.06
111,F,retired,3391.13,69,arcadian,118240.45,104.22
111,F,retired,1199.75,69,arcadian,41580.72,98.01
111,M,retired,-852.94,68,arcadian,-29352.13,74.08
111,M,retired,2048.95,68,hyperborean,72523.03,112.61
111,F,retired,3375.30,68,arcadian,116224.45,104.20
111,F,retired,2017.77,68,atlantean,72690.00,112.54
111,M,retired,4335.02,68,atlantean,147634.93,116.52
111,M,retired,-809.13,68,arcadian,-29144.07,74.05
111,M,retired,3364.89,68,hyperborean,115641.74,115.27
111,M,retired,4274.28,67,arcadian,144328.59,105.34
111,M,retired,3223.09,67,hyperborean,112229.48,115.06
111,F,retired,2039.39,67,atlantean,70188.72,112.56
111,M,retired,1085.09,67,atlantean,37979.05,108.27
111,F,retired,-853.38,67,hyperborean,-29613.63,84.90
111,F,retired,-795.10,67,atlantean,-29487.52,85.05
111,F,retired,-787.72,66,atlantean,-29869.43,84.97
111,M,retired,4115.30,66,arcadian,140802.60,105.06
111,M,retired,-825.81,66,arcadian,-29929.13,73.77
111,F,retired,1843.02,66,hyperborean,67530.60,111.89
111,M,retired,-812.98,66,hyperborean,-29751.53,84.83
111,M,retired,-810.82,66,atlantean,-29699.64,84.87
111,F,retired,943.45,65,hyperborean,35419.74,105.99
111,M,retired,1034.63,65,atlantean,35500.52,106.86
111,M,retired,4000.99,65,arcadian,138758.65,104.21
111,M,retired,-833.10,65,arcadian,-30065.86,73.89
111,F,retired,2920.01,65,hyperborean,107017.83,113.71
111,M,retired,952.75,65,arcadian,35628.53,94.99
111,M,retired,3953.53,65,atlantean,137118.72,115.23
111,M,retired,3980.13,65,atlantean,137143.40,115.28
111,F,unemployed,-728.95,64,arcadian,-28732.87,50.00
111,F,fisher,6354.57,64,arcadian,65079.34,95.79
111,F,farmer,3187.74,64,arcadian,34830.21,92.51
111,F,fisher,6528.53,64,arcadian,65138.50,95.91
111,M,fisher,6547.39,64,hyperborean,65693.90,107.03
111,F,homemaker,-756.09,64,hyperborean,-28669.92,100.00
111,F,farmer,3353.60,64,arcadian,35120.24,92.74
111,M,service provider,10293.99,64,hyperborean,135191.83,109.39
111,F,service provider,10619.51,63,atlantean,129990.46,109.50
111,F,fisher,6118.50,63,hyperborean,61195.49,106.72
111,M,homemaker,-720.73,63,arcadian,-27580.95,88.89
111,M,farmer,3321.29,63,arcadian,33615.13,92.68
111,M,farmer,3158.68,63,atlantean,33876.09,103.59
111,X,homemaker,-752.03,63,atlantean,-27562.44,100.00
111,F,homemaker,-711.34,63,atlantean,-27493.31,100.00
111,F,homemaker,-689.99,63,arcadian,-27523.25,88.89
111,F,fisher,5902.93,62,atlantean,60989.46,106.55
111,F,craftsman,7794.59,62,hyperborean,98235.14,108.11
111,M,farmer,3215.84,62,arcadian,33195.64,92.54
111,M,farmer,3102.87,62,arcadian,33185.14,92.36
111,M,craftsman,7697.13,62,arcadian,98030.50,96.95
111,X,fisher,5773.07,62,atlantean,59503.80,106.43
111,F,homemaker,-662.09,62,hyperborean,-26536.09,100.00
111,F,service provider,10073.40,61,atlantean,120361.08,109.29
111,F,farmer,3206.93,61,arcadian,31560.94,92.50
111,F,fisher,5626.23,61,atlantean,57135.86,106.31
111,M,fisher,5748.41,61,hyperborean,58124.76,106.41
111,M,unemployed,-647.13,61,arcadian,-25248.16,50.00
111,F,farmer,3013.44,61,arcadian,31709.09,92.21
111,X,fisher,5668.42,61,atlantean,57395.02,106.33
111,F,farmer,2364.96,61,arcadian,-180.60,90.77
111,M,unemployed,-598.56,60,hyperborean,-23967.39,61.11
111,M,unemployed,-593.56,60,hyperborean,-23994.62,61.11
111,F,craftsman,7697.40,60,hyperborean,90694.97,108.02
111,M,civil servant,9725.27,60,atlantean,116547.58,109.10
111,F,civil servant,9101.26,60,atlantean,114581.82,108.81
111,M,civil servant,9017.16,60,atlantean,114687.49,108.77
111,M,farmer,2990.80,60,arcadian,30080.42,92.14
111,F,farmer,2985.38,60,arcadian,29955.24,92.15
111,M,fisher,5579.85,59,atlantean,53334.96,106.24
111,F,farmer,3003.19,59,hyperborean,28997.21,103.27
111,F,unemployed,-566.93,59,arcadian,-22857.40,50.00
111,F,service provider,9596.09,59,hyperborean,111306.54,109.03
111,F,unemployed,-535.28,59,atlantean,-22841.83,61.11
111,M,civil servant,9054.06,59,atlantean,110651.72,108.79
111,F,service provider,8808.27,59,atlantean,103085.01,108.69
111,F,homemaker,-545.55,59,hyperborean,-22927.67,100.00
111,F,service provider,8854.41,59,atlantean,110333.09,108.69
111,F,farmer,2839.43,58,atlantean,27544.54,102.99
111,M,farmer,2829.95,58,arcadian,27466.21,91.84
111,F,service provider,8700.01,58,hyperborean,106554.88,108.63
111,F,homemaker,-541.79,58,arcadian,-21702.76,88.89
111,M,fisher,5425.61,58,atlantean,51213.65,106.08
111,F,civil servant,9074.75,58,arcadian,101244.60,97.66
111,F,craftsman,7094.88,58,atlantean,82945.52,107.62
111,M,farmer,2724.00,58,arcadian,27410.97,91.64
111,M,homemaker,-535.73,58,arcadian,-21638.04,88.89
111,M,fisher,5564.03,57,arcadian,49162.76,95.09
111,F,farmer,2896.10,57,arcadian,26374.70,91.92
111,M,fisher,5488.32,57,arcadian,48666.73,95.03
111,M,fisher,5131.65,57,atlantean,48706.03,105.83
111,F,farmer,2764.44,57,arcadian,25936.23,91.70
111,F,farmer,2698.90,57,hyperborean,26306.82,102.69
111,M,farmer,2752.63,57,atlantean,26402.58,102.83
111,F,unemployed,-462.24,57,hyperborean,-20507.42,61.11
111,M,fisher,5128.85,56,arcadian,47523.07,94.71
111,M,homemaker,-440.86,56,atlantean,-19499.52,100.00
111,M,craftsman,6768.82,56,hyperborean,72681.62,107.41
111,M,civil servant,8363.00,56,atlantean,97979.74,108.43
111,M,farmer,2624.38,56,arcadian,22685.65,91.42
111,F,civil servant,8777.50,56,hyperborean,97893.95,108.63
111,F,farmer,2837.78,56,arcadian,25212.41,91.84
111,F,unemployed,-418.87,55,arcadian,-18340.75,50.00
111,M,farmer,2704.44,55,arcadian,24667.68,91.57
111,F,fisher,4869.84,55,hyperborean,44895.57,105.55
111,F,unemployed,-409.91,55,arcadian,-18409.92,50.00
111,M,service provider,8514.78,55,atlantean,92838.58,108.47
111,M,homemaker,-418.39,55,arcadian,-18343.92,88.89
111,X,homemaker,-398.47,55,arcadian,-18336.53,88.89
111,M,farmer,2597.46,54,arcadian,23539.64,91.38
111,F,fisher,4930.72,54,arcadian,43743.35,94.52
111,F,farmer,2189.39,54,hyperborean,3793.90,101.48
111,F,civil servant,7641.66,54,hyperborean,88970.17,108.01
111,M,craftsman,6607.16,54,arcadian,70770.71,96.16
111,F,craftsman,6054.80,54,hyperborean,70666.29,106.90
111,M,service provider,7670.09,54,arcadian,89245.38,96.93
111,F,homemaker,-360.85,53,hyperborean,-16229.88,100.00
111,M,craftsman,5972.71,53,hyperborean,67414.10,106.83
111,F,service provider,7394.79,53,arcadian,85080.46,96.76
111,M,fisher,4990.33,53,atlantean,42039.21,105.63
111,M,craftsman,5977.79,53,hyperborean,67342.36,106.82
111,F,farmer,2538.65,53,atlantean,22827.12,102.32
111,M,homemaker,-351.04,53,atlantean,-16188.26,100.00
111,M,service provider,5827.55,52,atlantean,6503.60,106.70
111,F,unemployed,-320.38,52,hyperborean,-14929.86,61.11
111,M,fisher,4884.43,52,atlantean,40387.49,105.55
111,F,farmer,2378.17,52,hyperborean,21892.85,101.98
111,F,fisher,4773.23,52,atlantean,39948.42,105.44
111,M,farmer,2383.15,52,arcadian,21739.49,90.90
111,F,service provider,7391.49,52,atlantean,81531.62,107.85
111,M,unemployed,-295.00,51,arcadian,-13838.27,50.00
111,M,craftsman,5676.47,51,arcadian,61703.61,95.48
111,F,farmer,2337.15,51,atlantean,20740.59,101.88
111,F,unemployed,-297.68,51,atlantean,-13856.25,61.11
111,F,craftsman,5550.39,51,arcadian,61905.75,95.35
111,M,craftsman,5754.32,51,hyperborean,61120.89,106.62
111,M,homemaker,-305.24,51,arcadian,-13883.92,88.89
111,M,unemployed,-252.75,50,arcadian,-12854.56,50.00
111,M,craftsman,5481.26,50,hyperborean,59681.62,106.42
111,F,homemaker,-275.31,50,atlantean,-12870.75,100.00
111,F,civil servant,7347.56,50,atlantean,76018.21,107.80
111,F,farmer,2412.22,50,atlantean,20191.47,102.01
111,M,farmer,2290.03,50,arcadian,19958.67,90.63
111,M,unemployed,-227.20,49,arcadian,-11723.62,50.00
111,M,fisher,4475.41,49,atlantean,35748.98,105.09
111,F,unemployed,-240.25,49,atlantean,-11746.33,61.11
111,M,unemployed,-238.00,49,arcadian,-11740.02,50.00
111,M,civil servant,7193.15,49,arcadian,71952.70,96.58
111,M,homemaker,-223.85,49,atlantean,-11728.91,100.00
111,F,unemployed,-220.39,48,arcadian,-10905.73,50.00
111,M,unemployed,-209.88,48,atlantean,-10921.80,61.11
111,M,homemaker,-222.67,48,atlantean,-10893.14,100.00
111,F,homemaker,-205.39,48,atlantean,-10890.30,100.00
111,M,service provider,6406.76,48,hyperborean,68783.02,107.19
111,F,farmer,2168.73,47,arcadian,18347.65,90.28
111,X,service provider,6339.43,47,arcadian,66269.58,96.02
111,F,farmer,2179.05,47,arcadian,18314.29,90.36
111,F,service provider,6613.56,47,arcadian,65710.89,96.16
111,F,farmer,2097.99,47,arcadian,18545.38,90.17
111,M,fisher,4055.81,46,arcadian,31613.11,93.47
111,M,craftsman,4933.48,46,arcadian,51240.19,94.76
111,M,craftsman,5046.65,46,hyperborean,51282.63,105.99
111,M,fisher,4158.69,46,atlantean,31398.69,104.68
111,X,craftsman,5223.47,46,arcadian,51187.97,95.05
111,F,homemaker,-167.94,46,arcadian,-9077.07,88.89
111,M,craftsman,4784.43,45,hyperborean,48336.99,105.75
111,M,fisher,3711.57,45,arcadian,30676.13,93.04
111,M,farmer,2113.99,45,arcadian,17664.83,90.15
111,M,fisher,3954.04,45,hyperborean,30550.80,104.44
111,M,homemaker,-153.26,45,arcadian,-8250.35,88.89
111,M,craftsman,4919.98,45,hyperborean,48453.56,105.86
111,M,fisher,3769.21,44,atlantean,29282.67,104.20
111,M,fisher,3613.50,44,hyperborean,29366.92,103.99
111,M,service provider,5688.40,44,atlantean,57809.96,106.62
111,F,fisher,3939.51,44,atlantean,29238.89,104.41
