year,sex,profession,income
78,F,civil servant,9315.02
78,M,farmer,2160.09
78,M,civil servant,9881.18
78,F,unemployed,-555.90
78,M,fisher,4088.91
78,M,service provider,10170.19
78,M,farmer,3381.29
78,F,fisher,4283.55
78,F,craftsman,6381.19
78,F,farmer,3144.02
78,F,craftsman,7386.53
78,M,craftsman,7226.59
78,F,homemaker,-487.12
78,M,fisher,3957.75
78,F,civil servant,9688.23
78,M,craftsman,7600.43
78,M,fisher,3982.33
78,F,farmer,3285.02
78,M,fisher,3803.94
78,F,craftsman,7069.02
78,M,homemaker,-439.20
78,M,service provider,9182.43
78,F,service provider,8881.75
78,M,farmer,2311.21
78,F,service provider,9433.41
78,M,homemaker,-427.75
78,F,craftsman,7417.63
78,M,craftsman,7046.94
78,M,homemaker,-391.31
78,M,homemaker,-394.41
78,M,service provider,8593.20
78,F,homemaker,-395.87
78,M,service provider,9058.34
78,M,fisher,3073.07
78,M,homemaker,-385.72
78,M,craftsman,7111.94
78,M,farmer,2975.94
78,M,homemaker,-367.90
78,F,homemaker,-370.09
78,M,service provider,8710.53
78,F,homemaker,-356.08
78,M,fisher,3523.49
78,M,homemaker,-343.71
78,M,fisher,3618.84
78,F,farmer,2898.09
78,M,farmer,3047.34
78,F,service provider,8444.80
78,M,fisher,3527.47
78,M,service provider,8535.80
78,M,fisher,2246.52
78,F,civil servant,8459.07
78,M,fisher,3529.65
78,M,fisher,3452.97
78,F,homemaker,-311.85
78,M,farmer,2875.18
78,M,farmer,2999.90
78,M,homemaker,-273.73
78,M,fisher,3246.46
78,F,fisher,3327.76
78,M,craftsman,6166.50
78,M,civil servant,7854.30
78,X,craftsman,5732.95
78,F,farmer,2769.66
78,M,farmer,2925.68
78,F,craftsman,6109.12
78,M,fisher,3145.50
78,F,service provider,7673.14
78,F,civil servant,7848.56
78,M,fisher,3149.54
78,F,fisher,2872.33
78,M,fisher,2113.82
78,F,homemaker,-244.09
78,M,farmer,2697.27
78,M,fisher,3059.13
78,F,service provider,7306.58
78,M,fisher,3163.46
78,M,craftsman,6030.75
78,F,service provider,6305.11
78,M,unemployed,-242.27
78,M,homemaker,-210.76
78,M,homemaker,-210.26
78,F,craftsman,6092.88
78,M,farmer,2715.82
78,M,service provider,7496.74
78,M,farmer,2694.14
78,F,homemaker,-203.63
78,M,unemployed,-221.82
78,M,civil servant,7479.66
78,F,service provider,7268.74
78,M,civil servant,7302.15
78,M,service provider,7319.98
78,X,craftsman,5371.68
78,F,craftsman,5831.52
78,F,fisher,2959.77
78,M,farmer,2612.96
78,M,craftsman,5368.05
78,M,homemaker,-164.18
78,F,homemaker,-167.17
78,M,farmer,2582.05
78,F,civil servant,5558.46
78,F,civil servant,7028.86
78,M,farmer,2533.58
78,F,craftsman,4742.02
78,M,fisher,2796.31
78,M,civil servant,6666.98
78,F,unemployed,-149.86
78,F,farmer,2356.22
78,M,civil servant,6371.17
78,M,farmer,2518.60
78,M,homemaker,-154.44
78,F,civil servant,6768.04
78,M,service provider,6723.54
78,F,farmer,2312.53
78,M,farmer,2358.40
78,F,fisher,2892.41
78,F,homemaker,-137.68
78,M,farmer,2271.33
78,M,civil servant,6468.27
78,M,homemaker,-137.89
78,M,craftsman,5267.12
78,F,fisher,2818.38
78,F,homemaker,-138.39
78,M,homemaker,-135.14
78,F,homemaker,-139.05
78,F,craftsman,4952.12
78,M,fisher,2594.67
78,M,homemaker,-117.99
78,F,farmer,1994.11
78,F,fisher,2630.37
78,F,service provider,6012.35
78,F,homemaker,-110.84
78,M,fisher,2256.91
78,M,farmer,2127.86
78,F,craftsman,5026.04
78,F,fisher,2105.99
78,F,homemaker,-99.91
78,F,farmer,2228.52
78,F,farmer,2169.66
78,M,fisher,2510.15
78,F,civil servant,6090.97
78,M,farmer,1800.60
78,F,fisher,2597.13
78,M,homemaker,-86.07
78,X,fisher,1835.47
78,X,service provider,5989.69
78,F,fisher,2512.20
78,F,craftsman,4806.58
78,M,craftsman,4757.50
78,F,fisher,2366.85
78,F,fisher,2542.77
78,F,fisher,2547.26
78,F,service provider,5481.33
78,F,craftsman,4469.98
78,F,craftsman,4588.72
78,M,homemaker,-72.67
78,M,craftsman,4375.19
78,F,civil servant,5551.63
78,F,service provider,5602.99
78,M,fisher,2413.92
78,F,homemaker,-55.73
78,M,service provider,5652.48
78,F,fisher,2268.62
78,F,fisher,2228.86
78,F,service provider,4576.14
78,F,craftsman,4288.24
78,M,farmer,1978.51
78,M,farmer,1965.59
78,M,craftsman,4539.64
78,F,farmer,1988.84
78,F,homemaker,-42.99
78,F,craftsman,4096.06
78,F,farmer,2066.13
78,M,fisher,2160.25
78,M,civil servant,5233.44
78,M,craftsman,4478.85
78,M,fisher,2145.45
78,F,fisher,2106.65
78,M,craftsman,4142.47
78,F,craftsman,3894.41
78,M,craftsman,3826.65
78,F,farmer,1972.81
78,F,civil servant,5153.14
78,F,farmer,1989.57
78,F,craftsman,4295.92
78,X,fisher,2055.91
78,M,service provider,5134.22
78,M,craftsman,4109.39
78,M,fisher,2118.34
78,F,homemaker,-18.66
78,F,fisher,2023.37
78,F,service provider,5082.20
78,F,unemployed,-19.46
78,F,fisher,2083.95
78,F,fisher,2070.61
78,F,farmer,1780.27
78,F,homemaker,-9.83
78,F,farmer,1823.04
78,M,homemaker,-10.24
78,F,farmer,1801.02
78,F,fisher,2066.08
78,M,farmer,1615.43
78,F,farmer,1887.79
78,M,fisher,2064.02
78,M,craftsman,3803.35
78,M,homemaker,-0.89
78,M,homemaker,-0.97
78,M,fisher,1847.25
78,F,fisher,1945.77
78,F,service provider,4501.56
78,M,farmer,1830.79
78,F,civil servant,4171.82
78,F,service provider,4619.12
78,F,fisher,1984.23
78,M,fisher,1887.83
78,M,farmer,1731.92
78,M,service provider,4495.30
78,F,fisher,1629.66
78,M,farmer,1684.10
78,F,homemaker,6.50
78,F,homemaker,6.67
78,F,craftsman,3620.18
78,F,homemaker,6.74
78,F,farmer,1702.97
78,M,homemaker,13.14
78,M,fisher,1791.16
78,F,craftsman,3472.40
78,F,fisher,1825.58
78,M,civil servant,4456.41
78,M,homemaker,12.23
78,M,unemployed,12.40
78,M,craftsman,3517.01
78,M,civil servant,4243.63
78,F,craftsman,3302.02
78,M,craftsman,3418.28
78,F,fisher,1798.35
78,M,farmer,1601.34
78,F,homemaker,20.69
78,F,homemaker,19.68
78,F,homemaker,25.91
78,M,civil servant,3976.29
78,M,homemaker,25.39
78,F,fisher,1611.13
78,M,homemaker,26.17
78,M,homemaker,27.25
78,F,fisher,1584.01
78,F,farmer,1505.35
78,M,farmer,1483.01
78,M,service provider,3896.47
78,M,homemaker,31.91
78,F,craftsman,3020.12
78,M,farmer,1515.15
78,M,civil servant,3903.46
78,M,service provider,4002.19
78,F,unemployed,37.64
78,F,fisher,1581.48
78,F,farmer,1405.52
78,F,fisher,1602.39
78,M,fisher,1602.01
78,F,homemaker,39.50
78,F,farmer,1461.24
78,M,service provider,3774.34
78,F,service provider,3685.22
78,F,fisher,1472.20
78,M,homemaker,43.64
78,M,farmer,1427.87
78,M,farmer,1426.58
78,X,homemaker,40.91
78,F,homemaker,43.25
78,F,homemaker,43.78
78,F,fisher,1351.21
78,F,craftsman,2662.54
78,M,farmer,1373.46
78,M,farmer,1297.15
78,M,craftsman,2886.09
78,X,fisher,1442.45
78,F,homemaker,47.65
78,F,service provider,3299.26
78,F,farmer,1266.18
78,F,fisher,1333.77
78,M,fisher,1335.30
78,M,unemployed,51.93
78,F,farmer,1258.74
78,X,fisher,1368.46
78,F,homemaker,54.18
78,M,unemployed,54.59
78,M,unemployed,58.08
78,F,craftsman,2565.57
78,M,civil servant,3247.79
78,F,civil servant,3292.21
78,M,civil servant,3355.56
78,M,farmer,1179.72
78,F,farmer,1240.99
78,M,fisher,1189.84
78,F,farmer,1164.60
78,F,unemployed,63.32
78,F,service provider,3074.90
78,F,unemployed,60.27
78,M,civil servant,2971.03
78,F,service provider,2908.77
78,F,homemaker,58.52
78,F,service provider,3179.44
78,F,farmer,1189.85
78,M,farmer,1120.04
78,F,service provider,3079.59
78,F,homemaker,66.11
78,M,fisher,1250.48
78,F,civil servant,2881.14
78,F,craftsman,2417.27
78,M,farmer,1101.34
78,M,homemaker,63.63
78,M,fisher,1145.96
78,F,farmer,1134.90
78,M,fisher,1194.20
78,M,fisher,1125.96
78,F,farmer,1090.40
78,F,farmer,1104.96
78,M,farmer,1057.95
78,F,unemployed,66.75
78,M,fisher,1059.23
78,M,homemaker,68.42
78,M,craftsman,2227.83
78,M,civil servant,2605.90
78,M,farmer,1078.21
78,F,civil servant,2638.17
78,F,farmer,1095.59
78,F,unemployed,72.82
78,M,farmer,1026.54
78,F,fisher,1059.40
78,F,unemployed,73.05
78,M,service provider,2486.48
78,M,homemaker,76.10
78,X,homemaker,75.33
78,M,farmer,926.58
78,F,fisher,1022.34
78,F,homemaker,77.01
78,F,civil servant,2444.75
78,M,craftsman,1964.00
78,F,craftsman,1879.23
78,M,service provider,2479.66
78,F,homemaker,73.11
78,M,craftsman,1909.66
78,F,service provider,2338.10
78,M,fisher,954.52
78,M,craftsman,1825.00
78,F,farmer,914.05
78,M,homemaker,76.72
78,M,homemaker,80.08
78,F,unemployed,80.48
78,M,fisher,866.21
78,F,farmer,872.51
78,F,fisher,935.33
78,M,farmer,864.07
78,F,service provider,2295.82
78,M,unemployed,80.77
78,M,craftsman,1640.39
78,F,farmer,858.69
78,F,unemployed,80.83
78,F,craftsman,1708.31
78,M,craftsman,1729.33
78,M,homemaker,82.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,X,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,X,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,X,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,M,child,0.00
78,F,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
78,F,child,0.00
78,M,child,0.00
79,F,retired,2465.63
79,M,retired,4687.48
79,M,retired,-1525.51
79,F,retired,2016.25
79,F,retired,1090.36
79,M,retired,3300.28
79,F,retired,3856.31
79,M,retired,902.24
79,M,retired,3204.28
79,M,retired,4016.88
79,F,retired,3002.01
79,F,retired,1023.71
79,F,retired,1991.97
79,F,retired,1057.05
79,M,retired,989.94
79,F,retired,1990.72
79,M,retired,422.35
79,F,retired,2277.78
79,M,retired,-927.44
79,F,retired,-821.19
79,F,retired,4268.21
79,F,retired,2113.58
79,M,retired,692.35
79,M,retired,1377.81
79,F,retired,1126.76
79,M,retired,3092.43
79,M,retired,3917.25
79,F,retired,2170.04
79,X,retired,2148.53
79,M,retired,3050.26
79,F,retired,3947.92
79,F,retired,1168.57
79,M,retired,1179.71
79,F,retired,4086.61
79,M,retired,3204.77
79,M,retired,-705.96
79,F,fisher,7066.31
79,F,farmer,2674.01
79,M,fisher,6913.23
79,F,craftsman,8199.07
79,X,homemaker,-691.28
79,F,farmer,3834.69
79,F,service provider,11040.47
79,M,civil servant,10336.17
79,F,craftsman,8581.75
79,M,farmer,3710.18
79,F,fisher,7225.31
79,X,homemaker,-663.26
79,M,homemaker,-638.33
79,F,fisher,7107.05
79,F,fisher,4908.29
79,M,service provider,10008.18
79,F,craftsman,8577.77
79,F,civil servant,10444.85
79,M,farmer,2262.13
79,M,civil servant,10137.77
79,F,unemployed,-582.98
79,M,fisher,6879.98
79,M,service provider,9978.94
79,M,farmer,3526.60
79,F,fisher,6558.01
79,F,craftsman,6606.60
79,F,farmer,3454.87
79,F,craftsman,7838.58
79,M,craftsman,7996.88
79,F,homemaker,-529.64
79,M,fisher,6758.21
79,F,civil servant,9956.01
79,M,craftsman,8094.13
79,M,fisher,6611.60
79,F,farmer,3454.04
79,M,fisher,6822.03
79,F,craftsman,7416.95
79,M,homemaker,-497.48
79,M,service provider,9172.46
79,F,service provider,9771.25
79,M,farmer,2507.03
79,F,service provider,9063.88
79,M,homemaker,-426.18
79,F,craftsman,7142.29
79,M,craftsman,7533.32
79,M,homemaker,-455.91
79,M,homemaker,-428.24
79,M,service provider,8863.82
79,F,homemaker,-441.57
79,M,service provider,8719.37
79,M,fisher,5778.21
79,M,homemaker,-402.43
79,M,craftsman,6874.67
79,M,farmer,3064.18
79,M,homemaker,-417.30
79,F,homemaker,-420.16
79,M,service provider,8767.72
79,F,homemaker,-400.48
79,M,fisher,6035.71
79,M,homemaker,-381.53
79,M,fisher,6198.52
79,F,farmer,3267.94
79,M,farmer,3082.82
79,F,service provider,8389.89
79,M,fisher,6109.35
79,M,service provider,8559.65
79,M,fisher,4633.80
79,F,civil servant,8297.83
79,M,fisher,5835.21
79,M,fisher,5634.22
79,F,homemaker,-337.76
79,M,farmer,3162.32
79,M,farmer,2996.09
79,M,homemaker,-313.55
79,M,fisher,5531.26
79,F,fisher,5562.22
79,M,craftsman,6334.35
79,M,civil servant,8492.65
79,X,craftsman,6196.76
79,F,farmer,2909.04
79,M,farmer,2963.43
79,F,craftsman,6039.09
79,M,fisher,5863.53
79,F,service provider,7880.30
79,F,civil servant,7538.51
79,M,fisher,5689.34
79,F,fisher,5355.10
79,M,fisher,4488.06
79,F,homemaker,-271.69
79,M,farmer,2764.10
79,M,fisher,5661.14
79,F,service provider,7937.81
79,M,fisher,5361.52
79,M,craftsman,5919.10
79,F,service provider,6648.13
79,M,unemployed,-262.13
79,M,homemaker,-237.73
79,M,homemaker,-234.38
79,F,craftsman,6216.90
79,M,farmer,2735.07
79,M,service provider,7783.78
79,M,farmer,2810.58
79,F,homemaker,-232.39
79,M,unemployed,-247.61
79,M,civil servant,7423.54
79,F,service provider,7372.61
79,M,civil servant,7526.05
79,M,service provider,7253.69
79,X,craftsman,5756.00
79,F,craftsman,5898.14
79,F,fisher,5067.94
79,M,farmer,2700.57
79,M,craftsman,5595.13
79,M,homemaker,-192.10
79,F,homemaker,-184.32
79,M,farmer,2504.28
79,F,civil servant,6289.75
79,F,civil servant,7417.04
79,M,farmer,2754.34
79,F,craftsman,4956.61
79,M,fisher,4792.50
79,M,civil servant,7092.10
79,F,unemployed,-179.66
79,F,farmer,2558.94
79,M,civil servant,6770.11
79,M,farmer,2517.77
79,M,homemaker,-180.16
79,F,civil servant,6736.19
79,M,service provider,6518.68
79,F,farmer,2609.85
79,M,farmer,2576.49
79,F,fisher,4956.16
79,F,homemaker,-151.10
79,M,farmer,2373.33
79,M,civil servant,6313.83
79,M,homemaker,-158.91
79,M,craftsman,5324.49
79,F,fisher,4851.07
79,F,homemaker,-151.77
79,M,homemaker,-154.04
79,F,homemaker,-157.89
79,F,craftsman,5017.94
79,M,fisher,4625.89
79,M,homemaker,-127.83
79,F,farmer,2062.94
79,F,fisher,4635.17
79,F,service provider,6602.19
79,F,homemaker,-134.83
79,M,fisher,4149.12
79,M,farmer,2278.81
79,F,craftsman,4936.94
79,F,fisher,4178.44
79,F,homemaker,-115.39
79,F,farmer,2317.11
79,F,farmer,2458.75
79,M,fisher,4383.57
79,F,civil servant,6440.30
79,M,farmer,1926.22
79,F,fisher,4619.50
79,M,homemaker,-100.35
79,X,fisher,3666.70
79,X,service provider,6322.26
79,F,fisher,4419.78
79,F,craftsman,5007.35
79,M,craftsman,4668.22
79,F,fisher,4545.32
79,F,fisher,4465.21
79,F,fisher,4569.69
79,F,service provider,5667.09
79,F,craftsman,4509.20
79,F,craftsman,4887.59
79,M,homemaker,-83.82
79,M,craftsman,4533.37
79,F,civil servant,5853.61
79,F,service provider,5687.52
79,M,fisher,4416.51
79,F,homemaker,-70.49
79,M,service provider,5558.79
79,F,fisher,4058.91
79,F,fisher,4069.51
79,F,service provider,4585.88
79,F,craftsman,4539.09
79,M,farmer,2062.78
79,M,farmer,2256.70
79,M,craftsman,4319.12
79,F,farmer,2098.42
79,F,homemaker,-58.95
79,F,craftsman,4194.66
79,F,farmer,2096.17
79,M,fisher,4187.93
79,M,civil servant,5539.68
79,M,craftsman,4256.31
79,M,fisher,3849.88
79,F,fisher,3848.82
79,M,craftsman,4299.05
79,F,craftsman,3966.44
79,M,craftsman,4179.83
79,F,farmer,2021.37
79,F,civil servant,5067.43
79,F,farmer,2050.59
79,F,craftsman,4378.46
79,X,fisher,3825.46
79,M,service provider,4958.22
79,M,craftsman,4160.02
79,M,fisher,3765.48
79,F,homemaker,-30.69
79,F,fisher,3969.08
79,F,service provider,5013.96
79,F,unemployed,-31.16
79,F,fisher,3684.78
79,F,fisher,3766.59
79,F,farmer,1921.93
79,F,homemaker,-21.10
79,F,farmer,1909.39
79,M,homemaker,-21.46
79,F,farmer,1965.70
79,F,fisher,3746.78
79,M,farmer,1682.81
79,F,farmer,1949.19
79,M,fisher,3636.66
79,M,craftsman,3711.92
79,M,homemaker,-11.38
79,M,homemaker,-12.08
79,M,fisher,3576.19
79,F,fisher,3729.24
79,F,service provider,4706.08
79,M,farmer,1913.40
79,F,civil servant,4435.22
79,F,service provider,4765.51
79,F,fisher,3712.64
79,M,fisher,3364.11
79,M,farmer,1817.29
79,M,service provider,4511.63
79,F,fisher,3147.14
79,M,farmer,1803.10
79,F,homemaker,-4.13
79,F,homemaker,-3.64
79,F,craftsman,3785.31
79,F,homemaker,-3.62
79,F,farmer,1757.58
79,M,homemaker,2.97
79,M,fisher,3335.24
79,F,craftsman,3567.66
79,F,fisher,3483.85
79,M,civil servant,4308.21
79,M,homemaker,3.09
79,M,unemployed,3.01
79,M,craftsman,3765.46
79,M,civil servant,4452.92
79,F,craftsman,3605.76
79,M,craftsman,3479.13
79,F,fisher,3195.75
79,M,farmer,1706.96
79,F,homemaker,11.31
79,F,homemaker,11.82
79,F,homemaker,16.28
79,M,civil servant,4283.54
79,M,homemaker,17.45
79,F,fisher,2989.57
79,M,homemaker,17.70
79,M,homemaker,18.19
79,F,fisher,3080.60
79,F,farmer,1509.66
79,M,farmer,1554.25
79,M,service provider,4137.58
79,M,homemaker,23.48
79,F,craftsman,3207.16
79,M,farmer,1596.67
79,M,civil servant,3956.52
79,M,service provider,3963.54
79,F,unemployed,30.82
79,F,fisher,2946.31
79,F,farmer,1498.11
79,F,fisher,3051.14
79,M,fisher,2867.31
79,F,homemaker,29.46
79,F,farmer,1556.99
79,M,service provider,4031.37
79,F,service provider,3599.09
79,F,fisher,2713.53
79,M,homemaker,36.54
79,M,farmer,1442.74
79,M,farmer,1537.86
79,X,homemaker,34.40
79,F,homemaker,37.83
79,F,homemaker,35.89
79,F,fisher,2657.36
79,F,craftsman,2863.52
79,M,farmer,1476.12
79,M,farmer,1487.17
79,M,craftsman,2867.64
79,X,fisher,2851.03
79,F,homemaker,40.00
79,F,service provider,3607.78
79,F,farmer,1392.09
79,F,fisher,2637.71
79,M,fisher,2646.64
79,M,unemployed,49.24
79,F,farmer,1333.99
79,X,fisher,2543.74
79,F,homemaker,47.95
79,M,unemployed,52.34
79,M,unemployed,53.77
79,F,craftsman,2690.96
79,M,civil servant,3356.56
79,F,civil servant,3420.36
79,M,civil servant,3271.92
79,M,farmer,1324.73
79,F,farmer,1348.74
79,M,fisher,2450.47
79,F,farmer,1315.13
79,F,unemployed,57.47
79,F,service provider,3354.11
79,F,unemployed,55.34
79,M,civil servant,3336.79
79,F,service provider,3058.68
79,F,homemaker,56.13
79,F,service provider,3189.09
79,F,farmer,1195.00
79,M,farmer,1246.04
79,F,service provider,3072.16
79,F,homemaker,59.08
79,M,fisher,2325.51
79,F,civil servant,2993.66
79,F,craftsman,2354.03
79,M,farmer,1228.64
79,M,homemaker,61.09
79,M,fisher,2246.54
79,F,farmer,1216.17
79,M,fisher,2342.31
79,M,fisher,2353.22
79,F,farmer,1212.55
79,F,farmer,1208.67
79,M,farmer,1200.62
79,F,unemployed,62.79
79,M,fisher,2262.34
79,M,homemaker,68.22
79,M,craftsman,2225.66
79,M,civil servant,2707.05
79,M,farmer,1102.08
79,F,civil servant,2932.69
79,F,farmer,1175.13
79,F,unemployed,71.97
79,M,farmer,1139.95
79,F,fisher,2110.15
79,F,unemployed,71.64
79,M,service provider,2552.11
79,M,homemaker,70.04
79,X,homemaker,68.63
79,M,farmer,1006.88
79,F,fisher,2059.97
79,F,homemaker,72.09
79,F,civil servant,2467.30
79,M,craftsman,2067.57
79,F,craftsman,2032.51
79,M,service provider,2530.75
79,F,homemaker,71.50
79,M,craftsman,1990.15
79,F,service provider,2477.96
79,M,fisher,1927.28
79,M,craftsman,1951.16
79,F,farmer,955.33
79,M,homemaker,74.87
79,M,homemaker,76.51
79,F,unemployed,78.53
79,M,fisher,1851.34
79,F,farmer,989.36
79,F,fisher,1870.47
79,M,farmer,940.63
79,F,service provider,2265.83
79,M,unemployed,80.47
79,M,craftsman,1783.00
79,F,farmer,919.05
79,F,unemployed,80.10
79,F,craftsman,1835.21
79,M,craftsman,1783.28
79,M,homemaker,80.74
79,M,unemployed,81.37
79,M,craftsman,1679.13
79,F,homemaker,82.12
79,F,civil servant,2143.73
79,F,farmer,873.95
79,M,farmer,864.14
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,X,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,X,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,X,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,F,child,0.00
79,M,child,0.00
79,M,child,0.00
79,F,child,0.00
79,F,child,0.00
80,F,retired,2468.00
80,F,retired,1999.20
80,M,retired,3301.72
80,F,retired,3963.07
80,M,retired,892.55
80,M,retired,3376.71
80,M,retired,4076.11
80,F,retired,3226.82
80,F,retired,1988.62
80,M,retired,969.28
80,F,retired,2036.45
80,M,retired,445.73
80,F,retired,2244.72
80,F,retired,-843.18
80,F,retired,4395.48
80,F,retired,2229.35
80,M,retired,730.67
80,M,retired,1374.79
80,F,retired,1151.20
80,M,retired,3255.45
80,M,retired,4348.77
80,F,retired,2149.35
80,X,retired,2252.07
80,M,retired,3204.24
80,F,retired,3975.67
80,F,retired,1165.89
80,M,retired,1148.37
80,F,retired,4011.93
80,M,retired,-817.17
80,F,retired,2084.45
80,F,retired,-72.36
80,M,retired,2064.40
80,F,retired,3098.24
80,X,retired,-696.99
80,F,retired,1134.38
80,F,retired,3861.30
80,M,retired,3890.44
80,F,craftsman,8418.73
80,M,farmer,1510.49
80,F,fisher,4595.48
80,X,homemaker,-666.80
80,M,homemaker,-668.75
80,F,fisher,4571.83
80,F,fisher,2377.18
80,M,service provider,10678.46
80,F,craftsman,8173.54
80,F,civil servant,10804.10
80,M,farmer,117.55
80,M,civil servant,10108.22
80,F,unemployed,-615.62
80,M,fisher,4564.01
80,M,service provider,10566.36
80,M,farmer,1561.19
80,F,fisher,4353.24
80,F,craftsman,6710.87
80,F,farmer,1425.25
80,F,craftsman,7604.52
80,M,craftsman,8146.27
80,F,homemaker,-569.70
80,M,fisher,4137.65
80,F,civil servant,9660.88
80,M,craftsman,7866.49
80,M,fisher,4252.73
80,F,farmer,1370.48
80,M,fisher,4176.71
80,F,craftsman,7551.57
80,M,homemaker,-517.01
80,M,service provider,9938.50
80,F,service provider,9682.65
80,M,farmer,515.98
80,F,service provider,9312.86
80,M,homemaker,-458.51
80,F,craftsman,7780.69
80,M,craftsman,7417.47
80,M,homemaker,-470.59
80,M,homemaker,-500.31
80,M,service provider,9515.37
80,F,homemaker,-462.03
80,M,service provider,9363.81
80,M,fisher,3159.66
80,M,homemaker,-458.43
80,M,craftsman,7369.85
80,M,farmer,1246.15
80,M,homemaker,-462.38
80,F,homemaker,-437.77
80,M,service provider,9311.33
80,F,homemaker,-433.89
80,M,fisher,3716.83
80,M,homemaker,-406.54
80,M,fisher,3764.96
80,F,farmer,1256.24
80,M,farmer,1235.79
80,F,service provider,9208.68
80,M,fisher,3972.47
80,M,service provider,9290.94
80,M,fisher,2236.16
80,F,civil servant,8797.17
80,M,fisher,3584.37
80,M,fisher,3576.56
80,F,homemaker,-364.99
80,M,farmer,1121.28
80,M,farmer,1143.76
80,M,homemaker,-338.35
80,M,fisher,3664.87
80,F,fisher,3711.05
80,M,craftsman,6335.35
80,M,civil servant,8030.93
80,X,craftsman,6399.12
80,F,farmer,1109.07
80,M,farmer,1094.98
80,F,craftsman,6689.71
80,M,fisher,3403.17
80,F,service provider,8276.01
80,F,civil servant,7898.04
80,M,fisher,3397.98
80,F,fisher,3127.77
80,M,fisher,2379.06
80,F,homemaker,-294.52
80,M,farmer,1121.47
80,M,fisher,3315.08
80,F,service provider,7735.50
80,M,fisher,3391.69
80,M,craftsman,6482.81
80,F,service provider,6760.79
80,M,unemployed,-282.94
80,M,homemaker,-257.28
80,M,homemaker,-275.18
80,F,craftsman,6286.56
80,M,farmer,1000.21
80,M,service provider,7857.85
80,M,farmer,1083.36
80,F,homemaker,-270.05
80,M,unemployed,-274.18
